state,p_win,run_date
Ohio,0.12270000000000092,2024-05-12
Oklahoma,0.00159999999999997,2024-05-12
Oregon,0.8236,2024-05-12
Pennsylvania,0.3465000000000002,2024-05-12
Rhode Island,0.9083,2024-05-12
South Carolina,0.05800000000000015,2024-05-12
South Dakota,0.0066,2024-05-12
Tennessee,0.01000000000000006,2024-05-12
Texas,0.12179999999999976,2024-05-12
Utah,0.01559999999999997,2024-05-12
Vermont,0.9957,2024-05-12
Virginia,0.625,2024-05-12
Washington,0.8864999999999998,2024-05-12
West Virginia,0.00189999999999998,2024-05-12
Wisconsin,0.40730000000000016,2024-05-12
Wyoming,0.00139999999999999,2024-05-12
National,0.4394000000000007,2024-05-12
Nebraska,0.00690000000000005,2024-05-12
Maine,0.5617,2024-05-12
Alabama,0.00649999999999997,2024-05-13
Alaska,0.06139999999999997,2024-05-13
Arizona,0.25889999999999963,2024-05-13
Arkansas,0.00549999999999999,2024-05-13
California,0.9813,2024-05-13
Colorado,0.7093999999999996,2024-05-13
Connecticut,0.8876000000000003,2024-05-13
Delaware,0.8558000000000001,2024-05-13
District of Columbia,0.9973,2024-05-13
Florida,0.1911000000000003,2024-05-13
Georgia,0.2446000000000006,2024-05-13
Hawaii,0.9792,2024-05-13
Idaho,0.00420000000000001,2024-05-13
Illinois,0.856,2024-05-13
Indiana,0.02830000000000003,2024-05-13
Iowa,0.1074,2024-05-13
Kansas,0.03039999999999982,2024-05-13
Kentucky,0.00650000000000004,2024-05-13
Louisiana,0.01760000000000013,2024-05-13
Maine CD-1,0.9319,2024-05-13
Maine CD-2,0.12050000000000012,2024-05-13
Maryland,0.9909,2024-05-13
Massachusetts,0.9884,2024-05-13
Michigan,0.35759999999999986,2024-05-13
Minnesota,0.5201999999999984,2024-05-13
Mississippi,0.02689999999999987,2024-05-13
Missouri,0.0323,2024-05-13
Montana,0.0281,2024-05-13
Nebraska CD-1,0.02879999999999979,2024-05-13
Nebraska CD-2,0.4603000000000002,2024-05-13
Nebraska CD-3,6.000000000000428e-4,2024-05-13
Nevada,0.3570000000000003,2024-05-13
New Hampshire,0.5272,2024-05-13
New Jersey,0.8077999999999997,2024-05-13
New Mexico,0.6657999999999997,2024-05-13
New York,0.9419999999999998,2024-05-13
North Carolina,0.2321000000000002,2024-05-13
North Dakota,0.00300000000000002,2024-05-13
Ohio,0.11259999999999988,2024-05-13
Oklahoma,0.0021,2024-05-13
Oregon,0.8217000000000001,2024-05-13
Pennsylvania,0.3300000000000006,2024-05-13
Rhode Island,0.9034999999999996,2024-05-13
South Carolina,0.05340000000000009,2024-05-13
South Dakota,0.00639999999999997,2024-05-13
Tennessee,0.0097999999999999,2024-05-13
Texas,0.11360000000000006,2024-05-13
Utah,0.01369999999999995,2024-05-13
Vermont,0.9934,2024-05-13
Virginia,0.6215999999999996,2024-05-13
Washington,0.8845000000000002,2024-05-13
West Virginia,0.00159999999999999,2024-05-13
Wisconsin,0.3923999999999999,2024-05-13
Wyoming,6.999999999999855e-4,2024-05-13
National,0.42880000000000024,2024-05-13
Nebraska,0.0063,2024-05-13
Maine,0.5824000000000003,2024-05-13
Alabama,0.00509999999999994,2024-05-14
Alaska,0.06019999999999997,2024-05-14
Arizona,0.26490000000000014,2024-05-14
Arkansas,0.00469999999999999,2024-05-14
California,0.9807999999999998,2024-05-14
Colorado,0.7173000000000002,2024-05-14
Connecticut,0.8863000000000002,2024-05-14
Delaware,0.8501999999999998,2024-05-14
District of Columbia,0.9971,2024-05-14
Florida,0.1920999999999999,2024-05-14
Georgia,0.24079999999999988,2024-05-14
Hawaii,0.9798,2024-05-14
Idaho,0.00350000000000002,2024-05-14
Illinois,0.8508000000000003,2024-05-14
Indiana,0.02639999999999986,2024-05-14
Iowa,0.10400000000000052,2024-05-14
Kansas,0.02760000000000018,2024-05-14
Kentucky,0.00509999999999998,2024-05-14
Louisiana,0.01549999999999998,2024-05-14
Maine CD-1,0.9416,2024-05-14
Maine CD-2,0.1281000000000001,2024-05-14
Maryland,0.9906,2024-05-14
Massachusetts,0.989,2024-05-14
Michigan,0.3606999999999995,2024-05-14
Minnesota,0.510799999999999,2024-05-14
Mississippi,0.02320000000000027,2024-05-14
Missouri,0.03339999999999982,2024-05-14
Montana,0.02929999999999999,2024-05-14
Nebraska CD-1,0.03029999999999983,2024-05-14
Nebraska CD-2,0.46289999999999976,2024-05-14
Nebraska CD-3,2.0000000000001557e-4,2024-05-14
Nevada,0.35270000000000085,2024-05-14
New Hampshire,0.5340999999999998,2024-05-14
New Jersey,0.7993,2024-05-14
New Mexico,0.6566999999999994,2024-05-14
New York,0.9444,2024-05-14
North Carolina,0.23810000000000012,2024-05-14
North Dakota,0.00149999999999997,2024-05-14
Ohio,0.11290000000000018,2024-05-14
Oklahoma,0.0021,2024-05-14
Oregon,0.8120999999999994,2024-05-14
Pennsylvania,0.3300000000000009,2024-05-14
Rhode Island,0.9063999999999998,2024-05-14
South Carolina,0.05309999999999992,2024-05-14
South Dakota,0.00570000000000014,2024-05-14
Tennessee,0.00920000000000008,2024-05-14
Texas,0.11310000000000012,2024-05-14
Utah,0.01329999999999994,2024-05-14
Vermont,0.9946,2024-05-14
Virginia,0.6112000000000009,2024-05-14
Washington,0.8883999999999999,2024-05-14
West Virginia,0.00200000000000005,2024-05-14
Wisconsin,0.3833000000000001,2024-05-14
Wyoming,7.999999999999995e-4,2024-05-14
National,0.42779999999999974,2024-05-14
Nebraska,0.00569999999999997,2024-05-14
Maine,0.5757999999999993,2024-05-14
Alabama,0.00519999999999989,2024-05-15
Alaska,0.06019999999999998,2024-05-15
Arizona,0.2821000000000002,2024-05-15
Arkansas,0.00339999999999995,2024-05-15
California,0.9822999999999996,2024-05-15
Colorado,0.7146999999999999,2024-05-15
Connecticut,0.8864,2024-05-15
Delaware,0.8591000000000002,2024-05-15
District of Columbia,0.9981,2024-05-15
Florida,0.1960999999999997,2024-05-15
Georgia,0.2455000000000001,2024-05-15
Hawaii,0.9806,2024-05-15
Idaho,0.00350000000000006,2024-05-15
Illinois,0.8645000000000004,2024-05-15
Indiana,0.0257000000000001,2024-05-15
Iowa,0.1096999999999999,2024-05-15
Kansas,0.02669999999999974,2024-05-15
Kentucky,0.00450000000000001,2024-05-15
Louisiana,0.01629999999999996,2024-05-15
Maine CD-1,0.9418999999999996,2024-05-15
Maine CD-2,0.12570000000000056,2024-05-15
Maryland,0.9941,2024-05-15
Massachusetts,0.9901,2024-05-15
Michigan,0.3701999999999998,2024-05-15
Minnesota,0.5159000000000005,2024-05-15
Mississippi,0.02579999999999998,2024-05-15
Missouri,0.03220000000000009,2024-05-15
Montana,0.03440000000000011,2024-05-15
Nebraska CD-1,0.03019999999999993,2024-05-15
Nebraska CD-2,0.4660999999999994,2024-05-15
Nebraska CD-3,6.000000000000164e-4,2024-05-15
Nevada,0.36460000000000015,2024-05-15
New Hampshire,0.5434999999999999,2024-05-15
New Jersey,0.8181999999999996,2024-05-15
New Mexico,0.6660999999999999,2024-05-15
New York,0.9531000000000004,2024-05-15
North Carolina,0.2279999999999998,2024-05-15
North Dakota,0.00169999999999997,2024-05-15
Ohio,0.11680000000000024,2024-05-15
Oklahoma,0.00129999999999998,2024-05-15
Oregon,0.8257,2024-05-15
Pennsylvania,0.3395999999999996,2024-05-15
Rhode Island,0.9115,2024-05-15
South Carolina,0.05379999999999987,2024-05-15
South Dakota,0.00560000000000003,2024-05-15
Tennessee,0.00759999999999996,2024-05-15
Texas,0.11579999999999988,2024-05-15
Utah,0.01309999999999995,2024-05-15
Vermont,0.9965,2024-05-15
Virginia,0.6162999999999994,2024-05-15
Washington,0.8928999999999997,2024-05-15
West Virginia,0.00179999999999998,2024-05-15
Wisconsin,0.3976999999999997,2024-05-15
Wyoming,9.000000000000051e-4,2024-05-15
National,0.4214999999999994,2024-05-15
Nebraska,0.00500000000000009,2024-05-15
Maine,0.5868,2024-05-15
Alabama,0.00469999999999997,2024-05-16
Alaska,0.06030000000000017,2024-05-16
Arizona,0.2671000000000004,2024-05-16
Arkansas,0.00440000000000002,2024-05-16
California,0.9843,2024-05-16
Colorado,0.7219,2024-05-16
Connecticut,0.8858000000000003,2024-05-16
Delaware,0.8554000000000003,2024-05-16
District of Columbia,0.9982,2024-05-16
Florida,0.18960000000000016,2024-05-16
Georgia,0.24369999999999983,2024-05-16
Hawaii,0.9834000000000004,2024-05-16
Idaho,0.00270000000000004,2024-05-16
Illinois,0.8575999999999996,2024-05-16
Indiana,0.02680000000000009,2024-05-16
Iowa,0.10789999999999948,2024-05-16
Kansas,0.02889999999999992,2024-05-16
Kentucky,0.00659999999999993,2024-05-16
Louisiana,0.0169000000000001,2024-05-16
Maine CD-1,0.9401999999999996,2024-05-16
Maine CD-2,0.12339999999999988,2024-05-16
Maryland,0.9928,2024-05-16
Massachusetts,0.9897,2024-05-16
Michigan,0.3619000000000005,2024-05-16
Minnesota,0.5149999999999999,2024-05-16
Mississippi,0.02480000000000003,2024-05-16
Missouri,0.02910000000000012,2024-05-16
Montana,0.03319999999999998,2024-05-16
Nebraska CD-1,0.02979999999999991,2024-05-16
Nebraska CD-2,0.4648999999999998,2024-05-16
Nebraska CD-3,7.000000000000078e-4,2024-05-16
Nevada,0.35550000000000054,2024-05-16
New Hampshire,0.5261999999999994,2024-05-16
New Jersey,0.8138999999999998,2024-05-16
New Mexico,0.6695999999999988,2024-05-16
New York,0.9492999999999998,2024-05-16
North Carolina,0.23599999999999963,2024-05-16
North Dakota,0.00169999999999997,2024-05-16
Ohio,0.11319999999999972,2024-05-16
Oklahoma,0.00139999999999999,2024-05-16
Oregon,0.8263000000000001,2024-05-16
Pennsylvania,0.32609999999999983,2024-05-16
Rhode Island,0.9104000000000004,2024-05-16
South Carolina,0.05650000000000006,2024-05-16
South Dakota,0.00650000000000004,2024-05-16
Tennessee,0.00759999999999996,2024-05-16
Texas,0.11269999999999988,2024-05-16
Utah,0.01240000000000001,2024-05-16
Vermont,0.9955,2024-05-16
Virginia,0.6163,2024-05-16
Washington,0.8913999999999995,2024-05-16
West Virginia,0.0012,2024-05-16
Wisconsin,0.4039999999999999,2024-05-16
Wyoming,8.999999999999972e-4,2024-05-16
National,0.4247000000000001,2024-05-16
Nebraska,0.00589999999999999,2024-05-16
Maine,0.5815000000000009,2024-05-16
Alabama,0.00560000000000003,2024-05-17
Alaska,0.06139999999999981,2024-05-17
Arizona,0.2677999999999999,2024-05-17
Arkansas,0.00460000000000001,2024-05-17
California,0.9851,2024-05-17
Colorado,0.7346999999999999,2024-05-17
Connecticut,0.8924000000000001,2024-05-17
Delaware,0.8565999999999998,2024-05-17
District of Columbia,0.9986,2024-05-17
Florida,0.18800000000000008,2024-05-17
Georgia,0.2418999999999997,2024-05-17
Hawaii,0.9822000000000002,2024-05-17
Idaho,0.00219999999999983,2024-05-17
Illinois,0.8651999999999993,2024-05-17
Indiana,0.02710000000000007,2024-05-17
Iowa,0.1115,2024-05-17
Kansas,0.0293000000000001,2024-05-17
Kentucky,0.00550000000000021,2024-05-17
Louisiana,0.01339999999999996,2024-05-17
Maine CD-1,0.9413,2024-05-17
Maine CD-2,0.13500000000000006,2024-05-17
Maryland,0.9914,2024-05-17
Massachusetts,0.9903,2024-05-17
Michigan,0.37530000000000024,2024-05-17
Minnesota,0.5083,2024-05-17
Mississippi,0.02419999999999982,2024-05-17
Missouri,0.03199999999999997,2024-05-17
Montana,0.03080000000000051,2024-05-17
Nebraska CD-1,0.03080000000000012,2024-05-17
Nebraska CD-2,0.46720000000000056,2024-05-17
Nebraska CD-3,4.00000000000025e-4,2024-05-17
Nevada,0.3628,2024-05-17
New Hampshire,0.5492000000000005,2024-05-17
New Jersey,0.8010999999999998,2024-05-17
New Mexico,0.6712000000000008,2024-05-17
New York,0.9502999999999998,2024-05-17
North Carolina,0.23580000000000056,2024-05-17
North Dakota,0.00189999999999998,2024-05-17
Ohio,0.11680000000000008,2024-05-17
Oklahoma,0.00200000000000014,2024-05-17
Oregon,0.8274999999999999,2024-05-17
Pennsylvania,0.33599999999999997,2024-05-17
Rhode Island,0.9103000000000002,2024-05-17
South Carolina,0.05529999999999997,2024-05-17
South Dakota,0.00449999999999997,2024-05-17
Tennessee,0.00790000000000002,2024-05-17
Texas,0.1124999999999996,2024-05-17
Utah,0.01260000000000002,2024-05-17
Vermont,0.9958,2024-05-17
Virginia,0.6316000000000008,2024-05-17
Washington,0.8921000000000003,2024-05-17
West Virginia,0.00189999999999998,2024-05-17
Wisconsin,0.4067999999999997,2024-05-17
Wyoming,8.00000000000053e-4,2024-05-17
National,0.43590000000000007,2024-05-17
Nebraska,0.00619999999999994,2024-05-17
Maine,0.5971000000000001,2024-05-17
Alabama,0.00549999999999997,2024-05-18
Alaska,0.05750000000000009,2024-05-18
Arizona,0.26540000000000014,2024-05-18
Arkansas,0.00360000000000001,2024-05-18
California,0.9848,2024-05-18
Colorado,0.7240000000000003,2024-05-18
Connecticut,0.8919000000000001,2024-05-18
Delaware,0.8616000000000004,2024-05-18
District of Columbia,0.9976,2024-05-18
Florida,0.1878000000000003,2024-05-18
Georgia,0.24619999999999984,2024-05-18
Hawaii,0.9841,2024-05-18
Idaho,0.00249999999999992,2024-05-18
Illinois,0.8635000000000008,2024-05-18
Indiana,0.02429999999999986,2024-05-18
Iowa,0.10509999999999982,2024-05-18
Kansas,0.02680000000000001,2024-05-18
Kentucky,0.00479999999999998,2024-05-18
Louisiana,0.01680000000000005,2024-05-18
Maine CD-1,0.9471,2024-05-18
Maine CD-2,0.12350000000000004,2024-05-18
Maryland,0.9918,2024-05-18
Massachusetts,0.9903,2024-05-18
Michigan,0.3610999999999997,2024-05-18
Minnesota,0.5110000000000005,2024-05-18
Mississippi,0.02520000000000008,2024-05-18
Missouri,0.02930000000000011,2024-05-18
Montana,0.02859999999999978,2024-05-18
Nebraska CD-1,0.02549999999999998,2024-05-18
Nebraska CD-2,0.4613000000000001,2024-05-18
Nebraska CD-3,6.000000000000272e-4,2024-05-18
Nevada,0.3502999999999998,2024-05-18
New Hampshire,0.5466999999999995,2024-05-18
New Jersey,0.8159000000000005,2024-05-18
New Mexico,0.6693000000000002,2024-05-18
New York,0.9520999999999998,2024-05-18
North Carolina,0.2290999999999999,2024-05-18
North Dakota,0.00250000000000003,2024-05-18
Ohio,0.11290000000000018,2024-05-18
Oklahoma,0.00100000000000005,2024-05-18
Oregon,0.8297,2024-05-18
Pennsylvania,0.3247,2024-05-18
Rhode Island,0.9119000000000002,2024-05-18
South Carolina,0.05309999999999997,2024-05-18
South Dakota,0.00629999999999982,2024-05-18
Tennessee,0.00639999999999991,2024-05-18
Texas,0.11729999999999983,2024-05-18
Utah,0.01230000000000002,2024-05-18
Vermont,0.9954,2024-05-18
Virginia,0.6215999999999996,2024-05-18
Washington,0.8940999999999999,2024-05-18
West Virginia,0.00119999999999999,2024-05-18
Wisconsin,0.40029999999999977,2024-05-18
Wyoming,0.00140000000000001,2024-05-18
National,0.41950000000000026,2024-05-18
Nebraska,0.00569999999999996,2024-05-18
Maine,0.5912999999999999,2024-05-18
Alabama,0.00390000000000006,2024-05-19
Alaska,0.06040000000000019,2024-05-19
Arizona,0.26159999999999967,2024-05-19
Arkansas,0.00469999999999999,2024-05-19
California,0.9872,2024-05-19
Colorado,0.7199000000000002,2024-05-19
Connecticut,0.8948,2024-05-19
Delaware,0.8647000000000002,2024-05-19
District of Columbia,0.9983,2024-05-19
Florida,0.18470000000000011,2024-05-19
Georgia,0.23490000000000016,2024-05-19
Hawaii,0.9842000000000004,2024-05-19
Idaho,0.00329999999999998,2024-05-19
Illinois,0.8672999999999998,2024-05-19
Indiana,0.0248,2024-05-19
Iowa,0.10760000000000006,2024-05-19
Kansas,0.03010000000000004,2024-05-19
Kentucky,0.00350000000000002,2024-05-19
Louisiana,0.01489999999999968,2024-05-19
Maine CD-1,0.9462,2024-05-19
Maine CD-2,0.1271000000000003,2024-05-19
Maryland,0.9925000000000002,2024-05-19
Massachusetts,0.9927999999999996,2024-05-19
Michigan,0.37649999999999995,2024-05-19
Minnesota,0.5188000000000003,2024-05-19
Mississippi,0.02509999999999991,2024-05-19
Missouri,0.03429999999999976,2024-05-19
Montana,0.03210000000000013,2024-05-19
Nebraska CD-1,0.02790000000000002,2024-05-19
Nebraska CD-2,0.46939999999999976,2024-05-19
Nebraska CD-3,5.000000000000129e-4,2024-05-19
Nevada,0.3572999999999996,2024-05-19
New Hampshire,0.5525000000000003,2024-05-19
New Jersey,0.8137999999999999,2024-05-19
New Mexico,0.6711999999999999,2024-05-19
New York,0.9522,2024-05-19
North Carolina,0.23619999999999983,2024-05-19
North Dakota,0.0014,2024-05-19
Ohio,0.1166999999999998,2024-05-19
Oklahoma,0.00119999999999997,2024-05-19
Oregon,0.8381000000000003,2024-05-19
Pennsylvania,0.3401000000000003,2024-05-19
Rhode Island,0.9157,2024-05-19
South Carolina,0.05249999999999982,2024-05-19
South Dakota,0.00460000000000002,2024-05-19
Tennessee,0.00809999999999993,2024-05-19
Texas,0.10860000000000064,2024-05-19
Utah,0.01260000000000005,2024-05-19
Vermont,0.9968,2024-05-19
Virginia,0.6239000000000001,2024-05-19
Washington,0.8959999999999998,2024-05-19
West Virginia,0.0021,2024-05-19
Wisconsin,0.41230000000000055,2024-05-19
Wyoming,0.00100000000000001,2024-05-19
National,0.43579999999999974,2024-05-19
Nebraska,0.00560000000000004,2024-05-19
Maine,0.5945000000000014,2024-05-19
Alabama,0.00440000000000003,2024-05-20
Alaska,0.05520000000000005,2024-05-20
Arizona,0.2584999999999999,2024-05-20
Arkansas,0.00399999999999999,2024-05-20
California,0.9855,2024-05-20
Colorado,0.7217000000000005,2024-05-20
Connecticut,0.8881999999999995,2024-05-20
Delaware,0.8533999999999997,2024-05-20
District of Columbia,0.9978,2024-05-20
Florida,0.17769999999999983,2024-05-20
Georgia,0.23500000000000015,2024-05-20
Hawaii,0.9835,2024-05-20
Idaho,0.00249999999999993,2024-05-20
Illinois,0.8578000000000001,2024-05-20
Indiana,0.02469999999999995,2024-05-20
Iowa,0.10099999999999994,2024-05-20
Kansas,0.02600000000000012,2024-05-20
Kentucky,0.00630000000000001,2024-05-20
Louisiana,0.01440000000000021,2024-05-20
Maine CD-1,0.9471,2024-05-20
Maine CD-2,0.11729999999999983,2024-05-20
Maryland,0.9912,2024-05-20
Massachusetts,0.9912,2024-05-20
Michigan,0.36109999999999975,2024-05-20
Minnesota,0.5074999999999997,2024-05-20
Mississippi,0.02080000000000007,2024-05-20
Missouri,0.02800000000000011,2024-05-20
Montana,0.02680000000000005,2024-05-20
Nebraska CD-1,0.02539999999999997,2024-05-20
Nebraska CD-2,0.45630000000000065,2024-05-20
Nebraska CD-3,4.0000000000001303e-4,2024-05-20
Nevada,0.34370000000000067,2024-05-20
New Hampshire,0.5483999999999992,2024-05-20
New Jersey,0.8174000000000005,2024-05-20
New Mexico,0.6669999999999999,2024-05-20
New York,0.9467,2024-05-20
North Carolina,0.2222999999999997,2024-05-20
North Dakota,0.00180000000000003,2024-05-20
Ohio,0.11300000000000009,2024-05-20
Oklahoma,8.000000000000255e-4,2024-05-20
Oregon,0.8234000000000002,2024-05-20
Pennsylvania,0.3217000000000001,2024-05-20
Rhode Island,0.9115,2024-05-20
South Carolina,0.04709999999999993,2024-05-20
South Dakota,0.00460000000000004,2024-05-20
Tennessee,0.00700000000000016,2024-05-20
Texas,0.10240000000000028,2024-05-20
Utah,0.00960000000000004,2024-05-20
Vermont,0.9959999999999998,2024-05-20
Virginia,0.6191000000000003,2024-05-20
Washington,0.8931999999999998,2024-05-20
West Virginia,0.00119999999999998,2024-05-20
Wisconsin,0.3940999999999992,2024-05-20
Wyoming,6.000000000000035e-4,2024-05-20
National,0.4160999999999999,2024-05-20
Nebraska,0.0039000000000001,2024-05-20
Maine,0.5768999999999997,2024-05-20
Alabama,0.00529999999999994,2024-05-21
Alaska,0.05529999999999994,2024-05-21
Arizona,0.2702000000000005,2024-05-21
Arkansas,0.00350000000000007,2024-05-21
California,0.9849,2024-05-21
Colorado,0.7168000000000004,2024-05-21
Connecticut,0.8915999999999997,2024-05-21
Delaware,0.8555999999999998,2024-05-21
District of Columbia,0.9983,2024-05-21
Florida,0.18229999999999988,2024-05-21
Georgia,0.23409999999999984,2024-05-21
Hawaii,0.9832,2024-05-21
Idaho,0.00290000000000003,2024-05-21
Illinois,0.8636,2024-05-21
Indiana,0.024099999999999792,2024-05-21
Iowa,0.10209999999999993,2024-05-21
Kansas,0.02380000000000014,2024-05-21
Kentucky,0.00359999999999999,2024-05-21
Louisiana,0.01390000000000012,2024-05-21
Maine CD-1,0.9394000000000003,2024-05-21
Maine CD-2,0.11690000000000014,2024-05-21
Maryland,0.9937999999999998,2024-05-21
Massachusetts,0.9912,2024-05-21
Michigan,0.36010000000000025,2024-05-21
Minnesota,0.5047000000000003,2024-05-21
Mississippi,0.0216,2024-05-21
Missouri,0.02600000000000014,2024-05-21
Montana,0.0256,2024-05-21
Nebraska CD-1,0.02290000000000006,2024-05-21
Nebraska CD-2,0.447399999999999,2024-05-21
Nebraska CD-3,5.000000000000435e-4,2024-05-21
Nevada,0.3439999999999993,2024-05-21
New Hampshire,0.5087999999999994,2024-05-21
New Jersey,0.8152999999999999,2024-05-21
New Mexico,0.6821000000000003,2024-05-21
New York,0.9510999999999998,2024-05-21
North Carolina,0.2224999999999999,2024-05-21
North Dakota,0.00169999999999999,2024-05-21
Ohio,0.10830000000000016,2024-05-21
Oklahoma,0.00189999999999998,2024-05-21
Oregon,0.8313999999999999,2024-05-21
Pennsylvania,0.31539999999999974,2024-05-21
Rhode Island,0.9151,2024-05-21
South Carolina,0.04949999999999993,2024-05-21
South Dakota,0.00489999999999992,2024-05-21
Tennessee,0.00619999999999996,2024-05-21
Texas,0.10739999999999998,2024-05-21
Utah,0.00969999999999999,2024-05-21
Vermont,0.9959,2024-05-21
Virginia,0.6140999999999998,2024-05-21
Washington,0.9009,2024-05-21
West Virginia,0.00139999999999998,2024-05-21
Wisconsin,0.3925000000000008,2024-05-21
Wyoming,7.00000000000015e-4,2024-05-21
National,0.4180000000000002,2024-05-21
Nebraska,0.00429999999999995,2024-05-21
Maine,0.5772,2024-05-21
Alabama,0.00540000000000007,2024-05-22
Alaska,0.05279999999999969,2024-05-22
Arizona,0.26360000000000167,2024-05-22
Arkansas,0.00200000000000008,2024-05-22
California,0.9827,2024-05-22
Colorado,0.7195000000000009,2024-05-22
Connecticut,0.894,2024-05-22
Delaware,0.8742000000000003,2024-05-22
District of Columbia,0.997,2024-05-22
Florida,0.18259999999999948,2024-05-22
Georgia,0.24290000000000028,2024-05-22
Hawaii,0.9831,2024-05-22
Idaho,0.0021,2024-05-22
Illinois,0.8761,2024-05-22
Indiana,0.02220000000000008,2024-05-22
Iowa,0.10000000000000016,2024-05-22
Kansas,0.02239999999999997,2024-05-22
Kentucky,0.00470000000000005,2024-05-22
Louisiana,0.01460000000000009,2024-05-22
Maine CD-1,0.9512,2024-05-22
Maine CD-2,0.12840000000000035,2024-05-22
Maryland,0.9938,2024-05-22
Massachusetts,0.9917,2024-05-22
Michigan,0.3820999999999997,2024-05-22
Minnesota,0.5192999999999998,2024-05-22
Mississippi,0.02440000000000002,2024-05-22
Missouri,0.02530000000000018,2024-05-22
Montana,0.02910000000000025,2024-05-22
Nebraska CD-1,0.02079999999999999,2024-05-22
Nebraska CD-2,0.4548000000000008,2024-05-22
Nebraska CD-3,1.0000000000000776e-4,2024-05-22
Nevada,0.3487999999999998,2024-05-22
New Hampshire,0.5338000000000004,2024-05-22
New Jersey,0.8014999999999995,2024-05-22
New Mexico,0.6862000000000003,2024-05-22
New York,0.9397,2024-05-22
North Carolina,0.23220000000000016,2024-05-22
North Dakota,0.00180000000000001,2024-05-22
Ohio,0.1086999999999999,2024-05-22
Oklahoma,7.999999999999978e-4,2024-05-22
Oregon,0.8366999999999997,2024-05-22
Pennsylvania,0.32239999999999946,2024-05-22
Rhode Island,0.9171,2024-05-22
South Carolina,0.04970000000000003,2024-05-22
South Dakota,0.00379999999999997,2024-05-22
Tennessee,0.00639999999999989,2024-05-22
Texas,0.10199999999999984,2024-05-22
Utah,0.008,2024-05-22
Vermont,0.9976,2024-05-22
Virginia,0.6136,2024-05-22
Washington,0.8977999999999999,2024-05-22
West Virginia,0.00129999999999998,2024-05-22
Wisconsin,0.3833999999999992,2024-05-22
Wyoming,5.000000000000448e-4,2024-05-22
National,0.42250000000000015,2024-05-22
Nebraska,0.00350000000000002,2024-05-22
Maine,0.6087000000000004,2024-05-22
Alabama,0.00390000000000011,2024-05-23
Alaska,0.05139999999999999,2024-05-23
Arizona,0.2782000000000005,2024-05-23
Arkansas,0.00399999999999999,2024-05-23
California,0.9851,2024-05-23
Colorado,0.7448999999999992,2024-05-23
Connecticut,0.9048999999999996,2024-05-23
Delaware,0.8783000000000002,2024-05-23
District of Columbia,0.9986,2024-05-23
Florida,0.1810999999999995,2024-05-23
Georgia,0.24570000000000017,2024-05-23
Hawaii,0.9839,2024-05-23
Idaho,0.0024,2024-05-23
Illinois,0.8767000000000004,2024-05-23
Indiana,0.02499999999999987,2024-05-23
Iowa,0.10789999999999957,2024-05-23
Kansas,0.0260000000000001,2024-05-23
Kentucky,0.00469999999999999,2024-05-23
Louisiana,0.01380000000000007,2024-05-23
Maine CD-1,0.9588,2024-05-23
Maine CD-2,0.13770000000000013,2024-05-23
Maryland,0.994,2024-05-23
Massachusetts,0.992,2024-05-23
Michigan,0.3937000000000002,2024-05-23
Minnesota,0.5205000000000009,2024-05-23
Mississippi,0.02300000000000016,2024-05-23
Missouri,0.02579999999999985,2024-05-23
Montana,0.03259999999999979,2024-05-23
Nebraska CD-1,0.02419999999999973,2024-05-23
Nebraska CD-2,0.4833000000000002,2024-05-23
Nebraska CD-3,5.000000000000206e-4,2024-05-23
Nevada,0.3327999999999999,2024-05-23
New Hampshire,0.5503000000000003,2024-05-23
New Jersey,0.8222000000000002,2024-05-23
New Mexico,0.7008,2024-05-23
New York,0.9468000000000002,2024-05-23
North Carolina,0.24489999999999984,2024-05-23
North Dakota,0.0014,2024-05-23
Ohio,0.11060000000000011,2024-05-23
Oklahoma,0.00169999999999997,2024-05-23
Oregon,0.8527000000000003,2024-05-23
Pennsylvania,0.3334999999999994,2024-05-23
Rhode Island,0.9272,2024-05-23
South Carolina,0.05060000000000021,2024-05-23
South Dakota,0.00569999999999997,2024-05-23
Tennessee,0.00580000000000007,2024-05-23
Texas,0.10270000000000058,2024-05-23
Utah,0.00770000000000008,2024-05-23
Vermont,0.998,2024-05-23
Virginia,0.6362000000000002,2024-05-23
Washington,0.9047,2024-05-23
West Virginia,0.00100000000000003,2024-05-23
Wisconsin,0.4147000000000001,2024-05-23
Wyoming,5.000000000000283e-4,2024-05-23
National,0.4276000000000006,2024-05-23
Nebraska,0.00529999999999993,2024-05-23
Maine,0.6145999999999995,2024-05-23
Alabama,0.00470000000000009,2024-05-24
Alaska,0.05659999999999999,2024-05-24
Arizona,0.2855999999999995,2024-05-24
Arkansas,0.00320000000000005,2024-05-24
California,0.9814999999999996,2024-05-24
Colorado,0.7463999999999997,2024-05-24
Connecticut,0.9044,2024-05-24
Delaware,0.875,2024-05-24
District of Columbia,0.9981,2024-05-24
Florida,0.18030000000000004,2024-05-24
Georgia,0.24460000000000012,2024-05-24
Hawaii,0.9834999999999998,2024-05-24
Idaho,0.00149999999999998,2024-05-24
Illinois,0.8743000000000002,2024-05-24
Indiana,0.02329999999999977,2024-05-24
Iowa,0.10830000000000012,2024-05-24
Kansas,0.02670000000000004,2024-05-24
Kentucky,0.00420000000000001,2024-05-24
Louisiana,0.01369999999999996,2024-05-24
Maine CD-1,0.9564,2024-05-24
